code,year,community
TUN,2012,pact:ARE
YEM,2012,pact:ARE
CHN,2012,pact:CHN
PRK,2012,pact:CHN
BEN,2012,pact:BEN
BFA,2012,pact:BEN
CIV,2012,pact:BEN
CPV,2012,pact:BEN
GHA,2012,pact:BEN
GIN,2012,pact:BEN
GMB,2012,pact:BEN
GNB,2012,pact:BEN
LBR,2012,pact:BEN
MLI,2012,pact:BEN
NER,2012,pact:BEN
NGA,2012,pact:BEN
SEN,2012,pact:BEN
SLE,2012,pact:BEN
TGO,2012,pact:BEN
ARM,2012,pact:ARM
AZE,2012,pact:ARM
BLR,2012,pact:ARM
GEO,2012,pact:ARM
KAZ,2012,pact:ARM
KGZ,2012,pact:ARM
MDA,2012,pact:ARM
RUS,2012,pact:ARM
TJK,2012,pact:ARM
TKM,2012,pact:ARM
UKR,2012,pact:ARM
UZB,2012,pact:ARM
AGO,2012,pact:AGO
BDI,2012,pact:AGO
CAF,2012,pact:AGO
CMR,2012,pact:AGO
COD,2012,pact:AGO
COG,2012,pact:AGO
ETH,2012,pact:AGO
GAB,2012,pact:AGO
GNQ,2012,pact:AGO
KEN,2012,pact:AGO
RWA,2012,pact:AGO
STP,2012,pact:AGO
TCD,2012,pact:AGO
TZA,2012,pact:AGO
UGA,2012,pact:AGO
ZMB,2012,pact:AGO
